21,0,-1
21,1,-1
21,2,-1
21,3,-1
21,4,-1
21,5,-1
21,6,-1
21,7,-1
21,8,-1
21,9,-1
21,10,-1
15,11,5
15,12,5
15,13,4
21,11,-1
21,12,-1
21,13,-1
21,14,-1
21,15,-1
21,15,0
21,14,0
21,0,-2
21,1,-2
21,2,-2
21,3,-2
21,4,-2
21,5,-2
21,6,-2
21,7,-2
21,8,-2
21,9,-2
21,10,-2
21,11,-2
21,12,-2
21,13,-2
21,14,-2
21,15,-2
22,17,3
22,20,7
22,20,5
22,20,6
22,21,5
22,22,5
3,24,6
22,23,5
11,24,9
22,24,5
22,25,5
22,26,5
22,27,5
22,27,6
15,27,7
22,32,7
22,33,7
22,34,7
22,36,4
22,39,7
22,42,4
22,45,7
22,48,4
22,51,1
27,56,-1
28,57,-1
27,56,0
28,57,0
29,56,1
30,57,1
4,56,2
27,61,-1
28,62,-1
27,61,0
28,62,0
29,61,1
30,62,1
4,67,2
27,67,-1
28,68,-1
27,67,0
28,68,0
29,67,1
30,68,1
21,73,2
15,75,3
2,73,3
2,76,3
21,74,2
21,75,2
13,75,7
22,76,2
22,77,2
22,80,5
22,83,8
15,90,3
15,89,4
15,88,5
15,87,6
22,90,0
22,93,2
22,94,2
7,94,3
22,95,2
22,97,5
22,97,6
21,125,-1
21,126,-1
21,127,-1
21,128,-1
21,129,-1
21,130,-1
21,131,-1
21,132,-1
21,133,-1
21,134,-1
21,135,-1
21,136,-1
21,137,-1
21,138,-1
21,139,-1
21,140,-1
21,141,-1
21,142,-1
21,143,-1
22,100,-1
22,100,-2
22,100,0
22,100,1
22,105,-1
22,105,-2
22,105,0
22,105,1
22,110,-1
22,110,-2
22,100,0
22,100,1
22,115,-1
22,115,0
22,115,1
22,115,-2
22,120,-1
22,120,-2
22,122,3
22,125,5
22,125,-2
22,126,-2
22,127,-2
22,128,-2
22,129,-2
22,130,-2
22,131,-2
22,132,-2
22,133,-2
22,133,0
25,133,1
25,133,2
25,133,3
25,133,4
25,133,5
25,133,6
25,133,7
26,133,8
24,132,7
21,134,-2
21,135,-2
21,136,-2
21,137,-2
21,138,-2
21,139,-2
21,140,-2
21,141,-2
21,142,-2
21,143,-2
21,144,-2
21,145,-2
21,144,-1
21,145,-1
3,127,0
7,130,4
5,100,10
5,40,10
5,61,9
23,15,-2
23,16,-2
23,17,-2
23,18,-2
23,19,-2
23,20,-2
23,21,-2
23,22,-2
23,23,-2
23,24,-2
23,25,-2
23,26,-2
23,27,-2
23,28,-2
23,29,-2
23,30,-2
23,31,-2
23,32,-2
23,33,-2
23,34,-2
23,35,-2
23,36,-2
23,37,-2
23,38,-2
23,39,-2
23,40,-2
23,41,-2
23,42,-2
23,43,-2
23,44,-2
23,45,-2
23,46,-2
23,47,-2
23,48,-2
23,49,-2
23,50,-2
23,51,-2
23,52,-2
23,53,-2
23,54,-2
23,55,-2
23,56,-2
23,57,-2
23,58,-2
23,59,-2
23,60,-2
23,61,-2
23,62,-2
23,63,-2
23,64,-2
23,65,-2
23,66,-2
23,67,-2
23,68,-2
23,69,-2
23,70,-2
23,71,-2
23,72,-2
23,73,-2
23,74,-2
23,75,-2
23,76,-2
23,77,-2
23,78,-2
23,79,-2
23,80,-2
23,81,-2
23,82,-2
23,83,-2
23,84,-2
23,85,-2
23,86,-2
23,87,-2
23,88,-2
23,89,-2
23,90,-2
23,91,-2
23,92,-2
23,93,-2
23,94,-2
23,95,-2
23,96,-2
23,97,-2
23,98,-2
23,99,-2
23,100,-2
23,101,-2
23,102,-2
23,103,-2
23,104,-2
23,105,-2
23,106,-2
23,107,-2
23,108,-2
23,109,-2
23,110,-2
23,111,-2
23,112,-2
23,113,-2
23,114,-2
23,115,-2
23,116,-2
23,117,-2
23,118,-2
23,119,-2
23,120,-2
23,121,-2
23,122,-2
23,123,-2
23,124,-2
23,125,-2
23,126,-2
23,127,-2
23,128,-2
23,129,-2
23,130,-2
23,131,-2
23,132,-2
23,133,-2
23,134,-2
23,135,-2
23,136,-2
23,137,-2
23,138,-2
23,139,-2
23,140,-2
23,141,-2
23,142,-2
23,143,-2
23,144,-2
23,145,-2
23,146,-2
23,147,-2
23,148,-2
