10,15,4
14,11,4
22,12,3
22,13,3
22,14,3
22,18,6
22,19,6
22,20,6
14,20,12
15,19,8
15,20,9
2,20,0
22,22,3
22,23,3
22,24,3
14,25,4
2,24,4
27,40,0
28,41,0
27,40,1
28,41,1
29,40,2
30,41,2
27,30,0
28,31,0
29,30,1
30,31,1
2,32,0
2,36,0
22,44,6
22,45,6
14,46,7
22,47,6
22,48,6
22,46,3
22,47,3
12,46,10
13,47,10
22,50,13
22,51,13
22,52,13
22,53,13
22,54,13
22,55,13
22,56,13
22,57,13
22,58,13
22,59,13
22,60,13
22,61,13
22,62,13
22,63,13
22,64,13
22,65,13
22,66,13
22,67,13
22,68,13
22,69,13
22,70,13
22,71,13
22,72,13
22,73,13
22,74,13
22,75,13
22,76,13
22,77,13
22,78,13
22,79,13
15,50,14
15,51,14
15,52,14
15,53,14
15,54,14
15,55,14
15,56,14
15,57,14
15,58,14
15,59,14
15,60,14
15,61,14
15,62,14
15,63,14
15,64,14
15,65,14
15,66,14
15,67,14
15,68,14
15,69,14
15,70,14
15,71,14
15,72,14
15,73,14
15,74,14
15,75,14
15,76,14
15,77,14
15,78,14
15,79,14
22,48,6
22,48,5
22,48,4
22,48,3
22,48,2
22,48,1
22,50,3
22,51,3
22,51,3
22,52,3
22,53,3
22,54,3
22,55,3
22,56,3
22,57,3
22,58,3
22,59,3
2,56,4
2,58,4
3,65,0
22,66,0
22,66,1
22,66,2
22,68,0
22,68,1
22,68,2
22,68,3
22,70,0
22,70,1
22,70,2
22,70,3
22,70,4
22,72,0
22,72,1
22,72,2
22,72,3
10,73,4
2,74,0
27,75,0
27,75,1
27,75,2
27,75,3
27,75,4
28,76,0
28,76,1
28,76,2
28,76,3
28,76,4
29,75,5
30,76,5
22,83,0
22,84,0
22,84,1
22,85,0
22,85,1
22,85,2
22,86,0
22,86,1
22,86,2
22,86,3
22,87,0
22,87,1
22,87,2
22,87,3
22,87,4
22,88,0
22,88,1
22,88,2
22,88,3
22,88,4
22,89,0
22,89,1
22,89,2
22,89,3
22,89,4
15,87,5
15,88,5
15,89,5
22,90,0
22,90,1
22,90,2
22,90,3
22,91,0
22,91,1
22,91,2
22,92,0
22,92,1
22,93,0
14,88,12
2,94,0
2,96,0
15,95,2
22,97,0
22,98,0
22,98,1
22,99,0
22,99,1
22,99,2
22,100,0
22,100,1
22,100,2
22,100,3
22,101,0
22,101,1
22,101,2
22,101,3
22,101,4
22,102,0
22,102,1
22,102,2
22,102,3
22,102,4
22,103,0
22,103,1
22,103,2
22,103,3
22,103,4
22,104,0
22,104,1
22,104,2
22,104,3
22,105,0
22,105,1
22,105,2
22,106,0
22,106,1
22,107,0
2,110,0
2,116,0
21,0,-1
21,1,-1
21,2,-1
21,3,-1
21,4,-1
21,5,-1
21,6,-1
21,7,-1
21,8,-1
21,9,-1
21,10,-1
21,11,-1
21,12,-1
21,13,-1
21,14,-1
21,15,-1
21,16,-1
21,17,-1
21,18,-1
21,19,-1
21,20,-1
21,21,-1
21,22,-1
21,23,-1
21,24,-1
21,25,-1
21,26,-1
21,27,-1
21,28,-1
21,29,-1
21,30,-1
21,31,-1
21,32,-1
21,33,-1
21,34,-1
21,35,-1
21,36,-1
21,37,-1
21,38,-1
21,39,-1
21,40,-1
21,41,-1
21,42,-1
21,43,-1
21,48,-1
21,49,-1
21,50,-1
21,51,-1
21,52,-1
21,53,-1
21,54,-1
21,55,-1
21,56,-1
21,57,-1
21,58,-1
