24,132,7
21,0,-1
21,1,-1
21,2,-1
21,3,-1
21,4,-1
21,5,-1
21,6,-1
21,7,-1
21,8,-1
21,9,-1
21,10,-1
21,11,-1
21,12,-1
21,13,-1
21,14,-1
21,15,-1
21,16,-1
21,17,-1
21,18,-1
21,19,-1
21,20,-1
21,21,-1
21,22,-1
21,23,-1
21,24,-1
21,25,-1
21,26,-1
21,27,-1
21,28,-1
21,29,-1
21,30,-1
2,23,0
21,23,3
11,24,8
3,25,5
3,29,5
21,24,4
21,25,4
21,26,4
14,27,5
2,27,0
13,30,8
21,28,4
21,29,4
21,30,4
21,31,3
2,31,0
21,31,-1
21,32,-1
21,33,-1
21,34,-1
21,35,-1
21,36,-1
21,0,-2
21,1,-2
21,2,-2
21,3,-2
21,4,-2
21,5,-2
21,6,-2
21,7,-2
21,8,-2
21,9,-2
21,10,-2
21,11,-2
21,12,-2
21,13,-2
21,14,-2
21,15,-2
21,16,-2
21,17,-2
21,18,-2
21,19,-2
21,21,-2
21,22,-2
21,22,-2
21,23,-2
21,24,-2
21,25,-2
21,26,-2
21,27,-2
21,28,-2
21,29,-2
21,30,-2
21,31,-2
21,32,-2
21,33,-2
21,34,-2
21,35,-2
21,36,-2
23,37,-2
23,38,-2
29,39,0
30,40,0
27,39,-1
27,39,-2
28,40,-1
28,40,-2
4,39,1
21,43,-1
23,41,-2
23,42,-2
21,43,-2
21,44,-1
21,44,-2
21,45,-1
21,45,-2
2,45,0
21,49,3
21,50,3
21,51,7
21,52,7
21,53,7
7,53,8
21,54,7
21,55,7
21,56,3
21,57,3
23,46,-2
23,47,-2
23,48,-2
23,49,-2
23,50,-2
23,51,-2
23,52,-2
23,53,-2
23,54,-2
23,55,-2
23,56,-2
23,57,-2
23,58,-2
23,59,-2
21,60,-1
21,61,-1
21,62,-1
21,63,-1
21,64,-1
21,65,-1
21,66,-1
21,67,-1
21,68,-1
21,69,-1
21,70,-1
21,71,-1
21,72,-1
21,73,-1
21,74,-1
21,75,-1
21,76,-1
21,77,-1
21,78,-1
21,79,-1
21,80,-1
21,60,-2
21,61,-2
21,62,-2
21,63,-2
21,64,-2
21,65,-2
21,66,-2
21,67,-2
21,68,-2
21,69,-2
21,70,-2
21,71,-2
21,72,-2
21,73,-2
21,74,-2
21,75,-2
21,76,-2
21,76,0
21,77,-2
21,77,1
21,77,0
2,77,2
21,78,-2
21,78,2
21,78,1
21,78,0
21,79,-2
21,79,3
21,79,2
21,79,1
21,79,0
21,80,-2
21,80,4
21,80,3
21,80,2
21,80,1
21,80,0
2,80,5
22,84,4
22,85,4
22,86,4
22,87,4
7,85,5
22,88,4
22,89,4
22,90,4
3,90,5
22,91,1
22,92,1
22,93,1
22,94,1
22,95,1
22,96,1
22,97,1
22,98,1
22,99,1
22,100,1
3,96,2
22,94,5
14,95,6
14,96,6
22,97,5
3,94,2
22,97,1
22,98,1
22,101,4
22,102,4
22,103,4
3,103,5
22,104,4
22,105,4
22,106,4
22,107,4
22,108,4
7,108,5
22,109,4
22,110,4
22,111,4
23,81,-2
23,82,-2
23,83,-2
23,84,-2
23,85,-2
23,86,-2
23,87,-2
23,88,-2
23,89,-2
23,90,-2
23,91,-2
23,92,-2
23,93,-2
23,94,-2
23,95,-2
23,96,-2
23,97,-2
23,98,-2
23,99,-2
23,100,-2
23,101,-2
23,102,-2
23,103,-2
23,104,-2
23,105,-2
23,106,-2
23,107,-2
23,108,-2
23,109,-2
23,110,-2
23,111,-2
23,112,-2
23,113,-2
23,114,-2
23,115,-2
23,116,-2
21,117,-2
23,118,-2
23,119,-2
23,120,-2
23,121,-2
23,122,-2
23,124,-2
23,125,-2
23,126,-2
21,117,2
21,117,1
21,117,0
21,117,-1
21,120,3
21,120,2
21,120,1
21,120,0
21,120,-1
21,120,-2
23,127,-2
23,128,-2
21,123,4
21,123,3
21,123,2
21,123,1
21,123,0
21,123,-1
21,123,-2
21,130,-1
21,129,-1
21,130,-1
21,131,-1
21,132,-1
21,133,-1
21,134,-1
21,135,-1
21,136,-1
21,137,-1
21,138,-1
21,139,-1
21,140,-1
21,141,-1
21,142,-1
21,143,-1
21,144,-1
21,145,-1
21,146,-1
21,147,-1
21,148,-1
21,129,-2
21,130,-2
26,133,8
25,133,7
25,133,6
25,133,5
25,133,4
25,133,3
25,133,2
25,133,1
21,133,0
21,131,-2
21,132,-2
21,133,-2
21,134,-2
21,135,-2
21,136,-2
21,137,-2
21,138,-2
21,139,-2
21,140,-2
21,141,-2
21,142,-2
21,143,-2
21,144,-2
21,145,-2
21,146,-2
21,147,-2
21,148,-2
21,127,5
21,127,4
21,127,3
21,127,2
21,127,1
21,127,0
21,127,-1
21,114,0
21,114,1
21,114,-1
15,52,8
15,53,8
15,54,8
